true_lat,true_lon,pred_lat,pred_lon,error_m
41.099120,29.026440,41.104960,29.023426,696.249509
41.100190,29.021630,41.104960,29.023426,550.792201
41.105840,29.027810,41.104960,29.023426,381.043643
41.107810,29.025490,41.104960,29.023426,360.902030
41.105500,29.015400,41.104960,29.023426,676.818642
41.106630,29.027640,41.104960,29.023426,399.654417
41.105650,29.020410,41.104960,29.023426,264.646830
41.108020,29.021510,41.104960,29.023426,376.000012
41.102330,29.017860,41.104960,29.023426,551.260739
41.107590,29.022870,41.104960,29.023426,295.781765
41.100300,29.021430,41.104960,29.023426,543.993716
41.107730,29.022630,41.104960,29.023426,314.799835
41.107860,29.025200,41.104960,29.023426,354.881496
41.101730,29.018330,41.104960,29.023426,558.476457
41.106630,29.016100,41.104960,29.023426,642.691851
41.107770,29.024080,41.104960,29.023426,316.872256
41.107730,29.023930,41.104960,29.023426,310.529619
41.107180,29.029170,41.104960,29.023426,541.870247
41.100580,29.021190,41.104960,29.023426,521.417877
41.106290,29.026440,41.104960,29.023426,293.146204
41.101210,29.019310,41.104960,29.023426,541.260568
41.104910,29.024390,41.104960,29.023426,81.204956
41.106930,29.021500,41.104960,29.023426,272.078985
41.099420,29.027210,41.104960,29.023426,692.531962
41.098950,29.025400,41.104960,29.023426,687.746180
41.105180,29.015670,41.104960,29.023426,651.935775
41.105740,29.020700,41.104960,29.023426,244.788840
41.106410,29.027700,41.104960,29.023426,393.512795
41.107990,29.022070,41.104960,29.023426,355.242839
41.107750,29.026190,41.104960,29.023426,387.204600
41.104360,29.020160,41.104960,29.023426,282.290073
41.106630,29.027640,41.104960,29.023426,399.654417
41.105000,29.015840,41.104960,29.023426,637.213905
41.106870,29.027580,41.104960,29.023426,408.383392
41.104360,29.020070,41.104960,29.023426,289.642110
41.100270,29.021470,41.104960,29.023426,546.144133
41.100250,29.021640,41.104960,29.023426,544.154460
41.106020,29.015430,41.104960,29.023426,681.872332
41.105540,29.020140,41.104960,29.023426,283.407462
41.101080,29.019860,41.104960,29.023426,524.771396
41.099270,29.023600,41.104960,29.023426,632.077866
41.106410,29.027700,41.104960,29.023426,393.512795
41.099370,29.023670,41.104960,29.023426,621.141911
41.104710,29.016110,41.104960,29.023426,615.146223
41.107900,29.027050,41.104960,29.023426,446.426240
41.107830,29.020420,41.104960,29.023426,406.605756
41.107570,29.019300,41.104960,29.023426,451.786318
41.105370,29.026620,41.104960,29.023426,272.173251
41.099400,29.023430,41.104960,29.023426,617.470825
41.105340,29.027530,41.104960,29.023426,347.351940
41.107470,29.021880,41.104960,29.023426,307.500853
41.107690,29.023770,41.104960,29.023426,304.560229
41.104760,29.023650,41.104960,29.023426,29.134162
41.104630,29.022410,41.104960,29.023426,92.847435
41.107680,29.023760,41.104960,29.023426,303.375772
41.105720,29.020620,41.104960,29.023426,250.327796
41.105300,29.026630,41.104960,29.023426,271.813117
41.099650,29.027470,41.104960,29.023426,680.578004
