true_lat,true_lon,pred_lat,pred_lon,error_m
41.099120,29.026440,41.106640,29.025884,836.445384
41.100190,29.021630,41.106640,29.025884,800.500262
41.105840,29.027810,41.106640,29.025884,184.573619
41.107810,29.025490,41.106640,29.025884,134.084095
41.105500,29.015400,41.106640,29.025884,889.711456
41.106630,29.027640,41.106640,29.025884,147.507198
41.105650,29.020410,41.106640,29.025884,472.778037
41.108020,29.021510,41.106640,29.025884,398.092526
41.102330,29.017860,41.106640,29.025884,826.697030
41.107590,29.022870,41.106640,29.025884,274.275811
41.100300,29.021430,41.106640,29.025884,797.332008
41.107730,29.022630,41.106640,29.025884,298.937579
41.107860,29.025200,41.106640,29.025884,147.167133
41.101730,29.018330,41.106640,29.025884,836.657500
41.106630,29.016100,41.106640,29.025884,821.851277
41.107770,29.024080,41.106640,29.025884,196.751148
41.107730,29.023930,41.106640,29.025884,203.944029
41.107180,29.029170,41.106640,29.025884,282.460663
41.100580,29.021190,41.106640,29.025884,780.005735
41.106290,29.026440,41.106640,29.025884,60.762576
41.101210,29.019310,41.106640,29.025884,817.687643
41.104910,29.024390,41.106640,29.025884,229.482361
41.106930,29.021500,41.106640,29.025884,369.658355
41.099420,29.027210,41.106640,29.025884,809.523729
41.098950,29.025400,41.106640,29.025884,854.987111
41.105180,29.015670,41.106640,29.025884,873.166154
41.105740,29.020700,41.106640,29.025884,446.779630
41.106410,29.027700,41.106640,29.025884,154.666991
41.107990,29.022070,41.106640,29.025884,353.715953
41.107750,29.026190,41.106640,29.025884,125.923372
41.104360,29.020160,41.106640,29.025884,543.417866
41.106630,29.027640,41.106640,29.025884,147.507198
41.105000,29.015840,41.106640,29.025884,863.135586
41.106870,29.027580,41.106640,29.025884,144.734534
41.104360,29.020070,41.106640,29.025884,550.118372
41.100270,29.021470,41.106640,29.025884,798.710217
41.100250,29.021640,41.106640,29.025884,794.165743
41.106020,29.015430,41.106640,29.025884,880.829534
41.105540,29.020140,41.106640,29.025884,497.721392
41.101080,29.019860,41.106640,29.025884,798.336172
41.099270,29.023600,41.106640,29.025884,840.669425
41.106410,29.027700,41.106640,29.025884,154.666991
41.099370,29.023670,41.106640,29.025884,828.521004
41.104710,29.016110,41.106640,29.025884,848.539156
41.107900,29.027050,41.106640,29.025884,170.801844
41.107830,29.020420,41.106640,29.025884,477.616686
41.107570,29.019300,41.106640,29.025884,562.609711
41.105370,29.026620,41.106640,29.025884,153.996141
41.099400,29.023430,41.106640,29.025884,830.050629
41.105340,29.027530,41.106640,29.025884,199.901332
41.107470,29.021880,41.106640,29.025884,348.734077
41.107690,29.023770,41.106640,29.025884,212.438029
41.104760,29.023650,41.106640,29.025884,280.725060
41.104630,29.022410,41.106640,29.025884,367.404809
41.107680,29.023760,41.106640,29.025884,212.535118
41.105720,29.020620,41.106640,29.025884,453.826753
41.105300,29.026630,41.106640,29.025884,161.470439
41.099650,29.027470,41.106640,29.025884,787.630681
41.099960,29.021970,41.106640,29.025884,811.449131
41.105660,29.022760,41.106640,29.025884,284.090260
41.105160,29.026120,41.106640,29.025884,165.554007
41.104530,29.021480,41.106640,29.025884,437.909600
41.107890,29.024610,41.106640,29.025884,175.279887
41.106020,29.015430,41.106640,29.025884,880.829534
41.107210,29.022570,41.106640,29.025884,285.479622
41.106970,29.022510,41.106640,29.025884,285.773084
41.105890,29.026530,41.106640,29.025884,99.408894
41.106350,29.026450,41.106640,29.025884,57.425192
41.107750,29.026190,41.106640,29.025884,125.923372
41.108000,29.027660,41.106640,29.025884,212.289947
41.107230,29.029490,41.106640,29.025884,309.906507
41.105240,29.022860,41.106640,29.025884,297.822335
41.107550,29.022680,41.106640,29.025884,287.481346
41.099940,29.028150,41.106640,29.025884,768.037101
41.107610,29.023420,41.106640,29.025884,233.328913
41.099250,29.024160,41.106640,29.025884,833.383046
41.107580,29.022000,41.106640,29.025884,342.546121
41.107670,29.023710,41.106640,29.025884,215.481251
41.107900,29.024720,41.106640,29.025884,170.705565
41.101080,29.019830,41.106640,29.025884,799.935932
41.104680,29.019940,41.106640,29.025884,544.683975
41.107600,29.023380,41.106640,29.025884,235.810267
41.104500,29.021050,41.106640,29.025884,470.496285
41.107510,29.019110,41.106640,29.025884,577.153139
41.107600,29.026220,41.106640,29.025884,110.286270
41.107680,29.022210,41.106640,29.025884,329.516143
41.100830,29.020670,41.106640,29.025884,779.849550
41.105830,29.015340,41.106640,29.025884,890.251895
41.103080,29.017430,41.106640,29.025884,812.786824
41.103580,29.017050,41.106640,29.025884,816.180421
41.106670,29.022520,41.106640,29.025884,282.593673
41.106320,29.015690,41.106640,29.025884,857.029442
41.107660,29.022730,41.106640,29.025884,288.133222
41.107600,29.023380,41.106640,29.025884,235.810267
41.107510,29.029150,41.107591,29.029111,9.575338
41.107150,29.026310,41.106640,29.025884,66.995466
41.107880,29.026860,41.106640,29.025884,160.265539
41.105540,29.026590,41.106640,29.025884,135.795513
41.104710,29.023030,41.106640,29.025884,321.582074
41.105940,29.021410,41.106640,29.025884,383.771602
41.104590,29.016210,41.106640,29.025884,843.912091
