true_lat,true_lon,pred_lat,pred_lon,error_m
41.099120,29.026440,41.105707,29.023463,773.157459
41.100190,29.021630,41.105707,29.023463,631.791475
41.105840,29.027810,41.105707,29.023463,365.488678
41.107810,29.025490,41.105707,29.023463,289.006921
41.105500,29.015400,41.105707,29.023463,677.648017
41.106630,29.027640,41.105707,29.023463,365.559507
41.105650,29.020410,41.105707,29.023463,256.491515
41.108020,29.021510,41.105707,29.023463,304.719011
41.102330,29.017860,41.105707,29.023463,601.815533
41.107590,29.022870,41.105707,29.023463,214.905327
41.100300,29.021430,41.105707,29.023463,624.334504
41.107730,29.022630,41.105707,29.023463,235.244755
41.107860,29.025200,41.105707,29.023463,280.080274
41.101730,29.018330,41.105707,29.023463,617.258398
41.106630,29.016100,41.105707,29.023463,626.878411
41.107770,29.024080,41.105707,29.023463,234.852512
41.107730,29.023930,41.105707,29.023463,228.017709
41.107180,29.029170,41.105707,29.023463,506.550519
41.100580,29.021190,41.105707,29.023463,600.585796
41.106290,29.026440,41.105707,29.023463,258.341237
41.101210,29.019310,41.105707,29.023463,609.223066
41.104910,29.024390,41.105707,29.023463,117.958745
41.106930,29.021500,41.105707,29.023463,213.559840
41.099420,29.027210,41.105707,29.023463,765.947882
41.098950,29.025400,41.105707,29.023463,767.906967
41.105180,29.015670,41.105707,29.023463,657.193667
41.105740,29.020700,41.105707,29.023463,232.079730
41.106410,29.027700,41.105707,29.023463,364.400265
41.107990,29.022070,41.105707,29.023463,279.171071
41.107750,29.026190,41.105707,29.023463,322.402263
41.104360,29.020160,41.105707,29.023463,315.203917
41.106630,29.027640,41.105707,29.023463,365.559507
41.105000,29.015840,41.105707,29.023463,645.101025
41.106870,29.027580,41.105707,29.023463,369.179076
41.104360,29.020070,41.105707,29.023463,321.877697
41.100270,29.021470,41.105707,29.023463,626.633971
41.100250,29.021640,41.105707,29.023463,625.124769
41.106020,29.015430,41.105707,29.023463,675.625339
41.105540,29.020140,41.105707,29.023463,279.711655
41.101080,29.019860,41.105707,29.023463,596.393602
41.099270,29.023600,41.105707,29.023463,715.015591
41.106410,29.027700,41.105707,29.023463,364.400265
41.099370,29.023670,41.105707,29.023463,704.032523
41.104710,29.016110,41.105707,29.023463,627.475394
41.107900,29.027050,41.105707,29.023463,387.424361
41.107830,29.020420,41.105707,29.023463,347.673790
41.107570,29.019300,41.105707,29.023463,406.247446
41.105370,29.026620,41.105707,29.023463,267.867896
41.099400,29.023430,41.105707,29.023463,700.490351
41.105340,29.027530,41.105707,29.023463,344.102421
41.107470,29.021880,41.105707,29.023463,236.606874
41.107690,29.023770,41.105707,29.023463,221.678439
41.104760,29.023650,41.105707,29.023463,106.397729
41.104630,29.022410,41.105707,29.023463,148.780885
41.107680,29.023760,41.105707,29.023463,220.478696
41.105720,29.020620,41.105707,29.023463,238.775782
41.105300,29.026630,41.105707,29.023463,269.894005
41.099650,29.027470,41.105707,29.023463,752.253608
41.099960,29.021970,41.105707,29.023463,650.490713
